english_name,slovak_name,atc_primary,atc_all
zidovudine,,J05AF01,J05AF01
didanosine,,J05AF02,J05AF02
zalcitabine,,J05AF03,J05AF03
stavudine,,J05AF04,J05AF04
lamivudine,,J05AF05,J05AF05
abacavir,,J05AF06,J05AF06
tenofovir disoproxil,,J05AF07,J05AF07
adefovir dipivoxil,,J05AF08,J05AF08
emtricitabine,,J05AF09,J05AF09
entecavir,,J05AF10,J05AF10
telbivudine,,J05AF11,J05AF11
clevudine,,J05AF12,J05AF12
tenofovir alafenamide,,J05AF13,J05AF13
nevirapine,,J05AG01,J05AG01
delavirdine,,J05AG02,J05AG02
efavirenz,,J05AG03,J05AG03
etravirine,,J05AG04,J05AG04
rilpivirine,,J05AG05,J05AG05
doravirine,,J05AG06,J05AG06
zanamivir,,J05AH01,J05AH01
oseltamivir,,J05AH02,J05AH02
peramivir,,J05AH03,J05AH03
laninamivir,,J05AH04,J05AH04
raltegravir,,J05AJ01,J05AJ01
elvitegravir,,J05AJ02,J05AJ02
dolutegravir,,J05AJ03,J05AJ03
cabotegravir,,J05AJ04,J05AJ04
ribavirin,,J05AP01,J05AP01
telaprevir,,J05AP02,J05AP02
boceprevir,,J05AP03,J05AP03
faldaprevir,,J05AP04,J05AP04
simeprevir,,J05AP05,J05AP05
asunaprevir,,J05AP06,J05AP06
daclatasvir,,J05AP07,J05AP07
sofosbuvir,,J05AP08,J05AP08
dasabuvir,,J05AP09,J05AP09
elbasvir,,J05AP10,J05AP10
grazoprevir,,J05AP11,J05AP11
coblopasvir,,J05AP12,J05AP12
ravidasvir,,J05AP13,J05AP13
sofosbuvir and ledipasvir,,J05AP51,J05AP51
"dasabuvir, ombitasvir, paritaprevir and ritonavir",,J05AP52,J05AP52
"ombitasvir, paritaprevir and ritonavir",,J05AP53,J05AP53
elbasvir and grazoprevir,,J05AP54,J05AP54
sofosbuvir and velpatasvir,,J05AP55,J05AP55
"sofosbuvir, velpatasvir and voxilaprevir",,J05AP56,J05AP56
glecaprevir and pibrentasvir,,J05AP57,J05AP57
"daclatasvir, asunaprevir and beclabuvir",,J05AP58,J05AP58
zidovudine and lamivudine,,J05AR01,J05AR01
lamivudine and abacavir,,J05AR02,J05AR02
tenofovir disoproxil and emtricitabine,,J05AR03,J05AR03
"zidovudine, lamivudine and abacavir",,J05AR04,J05AR04
"zidovudine, lamivudine and nevirapine",,J05AR05,J05AR05
"emtricitabine, tenofovir disoproxil and efavirenz",,J05AR06,J05AR06
"stavudine, lamivudine and nevirapine",,J05AR07,J05AR07
"emtricitabine, tenofovir disoproxil and rilpivirine",,J05AR08,J05AR08
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",,J05AR09,J05AR09
lopinavir and ritonavir,,J05AR10,J05AR10
"lamivudine, tenofovir disoproxil and efavirenz",,J05AR11,J05AR11
lamivudine and tenofovir disoproxil,,J05AR12,J05AR12
"lamivudine, abacavir and dolutegravir",,J05AR13,J05AR13
darunavir and cobicistat,,J05AR14,J05AR14
atazanavir and cobicistat,,J05AR15,J05AR15
lamivudine and raltegravir,,J05AR16,J05AR16
emtricitabine and tenofovir alafenamide,,J05AR17,J05AR17
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",,J05AR18,J05AR18
"emtricitabine, tenofovir alafenamide and rilpivirine",,J05AR19,J05AR19
"emtricitabine, tenofovir alafenamide and bictegravir",,J05AR20,J05AR20
dolutegravir and rilpivirine,,J05AR21,J05AR21
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",,J05AR22,J05AR22
atazanavir and ritonavir,,J05AR23,J05AR23
"lamivudine, tenofovir disoproxil and doravirine",,J05AR24,J05AR24
lamivudine and dolutegravir,,J05AR25,J05AR25
darunavir and ritonavir,,J05AR26,J05AR26
"lamivudine, tenofovir disoproxil and dolutegravir",,J05AR27,J05AR27
stavudine and lamivudine,,J05AR28,J05AR28
moroxydine,,J05AX01,J05AX01
inosine pranobex,,J05AX05,J05AX05
pleconaril,,J05AX06,J05AX06
enfuvirtide,,J05AX07,J05AX07
maraviroc,,J05AX09,J05AX09
maribavir,,J05AX10,J05AX10
umifenovir,,J05AX13,J05AX13
enisamium iodide,,J05AX17,J05AX17
letermovir,,J05AX18,J05AX18
tilorone,,J05AX19,J05AX19
pentanedioic acid imidazolyl ethanamide,,J05AX21,J05AX21
ibalizumab,,J05AX23,J05AX23
tecovirimat,,J05AX24,J05AX24
baloxavir marboxil,,J05AX25,J05AX25
amenamevir,,J05AX26,J05AX26
favipiravir,,J05AX27,J05AX27
bulevirtide,,J05AX28,J05AX28
fostemsavir,,J05AX29,J05AX29
lenacapavir,,J05AX31,J05AX31
diphtheria antitoxin,,J06AA01,J06AA01
tetanus antitoxin,,J06AA02,J06AA02
snake venom antiserum,,J06AA03,J06AA03
botulinum antitoxin,,J06AA04,J06AA04
gas-gangrene sera,,J06AA05,J06AA05
rabies serum,,J06AA06,J06AA06
"immunoglobulins, normal human, for extravascular adm.",,J06BA01,J06BA01
"immunoglobulins, normal human, for intravascular adm.",,J06BA02,J06BA02
anti-D (rh) immunoglobulin,,J06BB01,J06BB01
tetanus immunoglobulin,,J06BB02,J06BB02
varicella/zoster immunoglobulin,,J06BB03,J06BB03
hepatitis B immunoglobulin,,J06BB04,J06BB04
rabies immunoglobulin,,J06BB05,J06BB05
rubella immunoglobulin,,J06BB06,J06BB06
vaccinia immunoglobulin,,J06BB07,J06BB07
staphylococcus immunoglobulin,,J06BB08,J06BB08
cytomegalovirus immunoglobulin,,J06BB09,J06BB09
diphtheria immunoglobulin,,J06BB10,J06BB10
hepatitis A immunoglobulin,,J06BB11,J06BB11
"encephalitis, tick borne immunoglobulin",,J06BB12,J06BB12
pertussis immunoglobulin,,J06BB13,J06BB13
measles immunoglobulin,,J06BB14,J06BB14
mumps immunoglobulin,,J06BB15,J06BB15
anthrax immunoglobulin,,J06BB19,J06BB19
nebacumab,,J06BC01,J06BC01
raxibacumab,,J06BC02,J06BC02
bezlotoxumab,,J06BC03,J06BC03
obiltoxaximab,,J06BC04,J06BC04
palivizumab,,J06BD01,J06BD01
motavizumab,,J06BD02,J06BD02
tixagevimab and cilgavimab,,J06BD03,J06BD03
ansuvimab,,J06BD04,J06BD04
sotrovimab,,J06BD05,J06BD05
regdanvimab,,J06BD06,J06BD06
casirivimab and imdevimab,,J06BD07,J06BD07
nirsevimab,,J06BD08,J06BD08
anthrax antigen,,J07AC01,J07AC01
brucella antigen,,J07AD01,J07AD01
"cholera, inactivated, whole cell",,J07AE01,J07AE01
"cholera, live attenuated",,J07AE02,J07AE02
"cholera, combinations with typhoid vaccine, inactivated, whole cell",,J07AE51,J07AE51
diphtheria toxoid,,J07AF01,J07AF01
"haemophilus influenzae B, purified antigen conjugated",,J07AG01,J07AG01
"haemophilus influenzae B, combinations with toxoids",,J07AG51,J07AG51
"haemophilus influenzae B, combinations with pertussis and toxoids",,J07AG52,J07AG52
"haemophilus influenzae B, combinations with meningococcus C, conjugated",,J07AG53,J07AG53
"haemophilus influenza B, combinations with meningococcus C,Y, conjugated",,J07AG54,J07AG54
"meningococcus A, purified polysaccharides antigen",,J07AH01,J07AH01
other meningococcal monovalent purified polysaccharides antigen,,J07AH02,J07AH02
"meningococcus A,C, bivalent purified polysaccharides antigen",,J07AH03,J07AH03
"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",,J07AH04,J07AH04
other meningococcal polyvalent purified polysaccharides antigen,,J07AH05,J07AH05
"meningococcus B, outer membrane vesicle vaccine",,J07AH06,J07AH06
"meningococcus C, purified polysaccharides antigen conjugated",,J07AH07,J07AH07
"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",,J07AH08,J07AH08
"meningococcus B, multicomponent vaccine",,J07AH09,J07AH09
"meningococcus A, purified polysaccharides antigen conjugated",,J07AH10,J07AH10
"pertussis, inactivated, whole cell",,J07AJ01,J07AJ01
"pertussis, purified antigen",,J07AJ02,J07AJ02
"pertussis, inactivated, whole cell, combinations with toxoids",,J07AJ51,J07AJ51
"pertussis, purified antigen, combinations with toxoids",,J07AJ52,J07AJ52
"plague, inactivated, whole cell",,J07AK01,J07AK01
"pneumococcus, purified polysaccharides antigen",,J07AL01,J07AL01
"pneumococcus, purified polysaccharides antigen conjugated",,J07AL02,J07AL02
"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",,J07AL52,J07AL52
tetanus toxoid,,J07AM01,J07AM01
"tetanus toxoid, combinations with diphtheria toxoid",,J07AM51,J07AM51
"tetanus toxoid, combinations with tetanus immunoglobulin",,J07AM52,J07AM52
"tuberculosis, live attenuated",,J07AN01,J07AN01
"typhoid, oral, live attenuated",,J07AP01,J07AP01
"typhoid, inactivated, whole cell",,J07AP02,J07AP02
"typhoid, purified polysaccharide antigen",,J07AP03,J07AP03
"typhoid, combinations with paratyphi types",,J07AP10,J07AP10
"typhus exanthematicus, inactivated, whole cell",,J07AR01,J07AR01
leptospira vaccines,,J07AX01,J07AX01
"encephalitis, tick borne, inactivated, whole virus",,J07BA01,J07BA01
"encephalitis, Japanese, inactivated, whole virus",,J07BA02,J07BA02
"encephalitis, Japanese, live attenuated",,J07BA03,J07BA03
"influenza, inactivated, whole virus",,J07BB01,J07BB01
"influenza, inactivated, split virus or surface antigen",,J07BB02,J07BB02
"influenza, live attenuated",,J07BB03,J07BB03
"influenza, virus like particles",,J07BB04,J07BB04
"hepatitis B, purified antigen",,J07BC01,J07BC01
"hepatitis A, inactivated, whole virus",,J07BC02,J07BC02
"measles, live attenuated",,J07BD01,J07BD01
"measles, combinations with mumps, live attenuated",,J07BD51,J07BD51
"measles, combinations with mumps and rubella, live attenuated",,J07BD52,J07BD52
"measles, combinations with rubella, live attenuated",,J07BD53,J07BD53
"measles, combinations with mumps, rubella and varicella, live attenuated",,J07BD54,J07BD54
"mumps, live attenuated",,J07BE01,J07BE01
"poliomyelitis oral, monovalent, live attenuated",,J07BF01,J07BF01
"poliomyelitis oral, trivalent, live attenuated",,J07BF02,J07BF02
"poliomyelitis, trivalent, inactivated, whole virus",,J07BF03,J07BF03
"poliomyelitis oral, bivalent, live attenuated",,J07BF04,J07BF04
"rabies, inactivated, whole virus",,J07BG01,J07BG01
"rota virus, live attenuated",,J07BH01,J07BH01
"rota virus, pentavalent, live, reassorted",,J07BH02,J07BH02
"rubella, live attenuated",,J07BJ01,J07BJ01
"rubella, combinations with mumps, live attenuated",,J07BJ51,J07BJ51
"varicella, live attenuated",,J07BK01,J07BK01
"zoster, live attenuated",,J07BK02,J07BK02
"zoster, purified antigen",,J07BK03,J07BK03
"yellow fever, live attenuated",,J07BL01,J07BL01
"papillomavirus (human types 6, 11, 16, 18)",,J07BM01,J07BM01
"papillomavirus (human types 16, 18)",,J07BM02,J07BM02
"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",,J07BM03,J07BM03
"covid-19, RNA-based vaccine",,J07BN01,J07BN01
"covid-19, viral vector, non-replicating",,J07BN02,J07BN02
"covid-19, inactivated virus",,J07BN03,J07BN03
"covid-19, protein subunit",,J07BN04,J07BN04
"covid-19, virus-like particles",,J07BN05,J07BN05
smallpox and monkeypox vaccines,,J07BX01,J07BX01
ebola vaccines,,J07BX02,J07BX02
dengue virus vaccines,,J07BX04,J07BX04
respiratory syncytial virus vaccines,,J07BX05,J07BX05
enterovirus 71 vaccines,,J07BX06,J07BX06
diphtheria-poliomyelitis-tetanus,,J07CA01,J07CA01
diphtheria-pertussis-poliomyelitis-tetanus,,J07CA02,J07CA02
diphtheria-rubella-tetanus,,J07CA03,J07CA03
haemophilus influenzae B and poliomyelitis,,J07CA04,J07CA04
diphtheria-hepatitis B-pertussis-tetanus,,J07CA05,J07CA05
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,,J07CA06,J07CA06
diphtheria-hepatitis B-tetanus,,J07CA07,J07CA07
haemophilus influenzae B and hepatitis B,,J07CA08,J07CA08
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,,J07CA09,J07CA09
typhoid-hepatitis A,,J07CA10,J07CA10
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,,J07CA11,J07CA11
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,,J07CA12,J07CA12
diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,,J07CA13,J07CA13
malaria vaccines,,J07XA01,J07XA01
cyclophosphamide,,L01AA01,L01AA01
chlorambucil,,L01AA02,L01AA02
melphalan,,L01AA03,L01AA03
chlormethine,,L01AA05,L01AA05
ifosfamide,,L01AA06,L01AA06
trofosfamide,,L01AA07,L01AA07
prednimustine,,L01AA08,L01AA08
bendamustine,,L01AA09,L01AA09
melphalan flufenamide,,L01AA10,L01AA10
busulfan,,L01AB01,L01AB01
treosulfan,,L01AB02,L01AB02
mannosulfan,,L01AB03,L01AB03
thiotepa,,L01AC01,L01AC01
triaziquone,,L01AC02,L01AC02
carboquone,,L01AC03,L01AC03
carmustine,,L01AD01,L01AD01
lomustine,,L01AD02,L01AD02
semustine,,L01AD03,L01AD03
streptozocin,,L01AD04,L01AD04
fotemustine,,L01AD05,L01AD05
nimustine,,L01AD06,L01AD06
ranimustine,,L01AD07,L01AD07
uramustine,,L01AD08,L01AD08
etoglucid,,L01AG01,L01AG01
mitobronitol,,L01AX01,L01AX01
pipobroman,,L01AX02,L01AX02
temozolomide,,L01AX03,L01AX03
dacarbazine,,L01AX04,L01AX04
methotrexate,,L01BA01,L01BA01;L04AX03
raltitrexed,,L01BA03,L01BA03
pemetrexed,,L01BA04,L01BA04
pralatrexate,,L01BA05,L01BA05
mercaptopurine,,L01BB02,L01BB02
tioguanine,,L01BB03,L01BB03
cladribine,,L01BB04,L01BB04;L04AA40
fludarabine,,L01BB05,L01BB05
clofarabine,,L01BB06,L01BB06
nelarabine,,L01BB07,L01BB07
cytarabine,,L01BC01,L01BC01
fluorouracil,,L01BC02,L01BC02
tegafur,,L01BC03,L01BC03
carmofur,,L01BC04,L01BC04
gemcitabine,,L01BC05,L01BC05
capecitabine,,L01BC06,L01BC06
azacitidine,,L01BC07,L01BC07
decitabine,,L01BC08,L01BC08
floxuridine,,L01BC09,L01BC09
"fluorouracil, combinations",,L01BC52,L01BC52
"tegafur, combinations",,L01BC53,L01BC53
"decitabine, combinations",,L01BC58,L01BC58
"trifluridine, combinations",,L01BC59,L01BC59
vinblastine,,L01CA01,L01CA01
vincristine,,L01CA02,L01CA02
vindesine,,L01CA03,L01CA03
vinorelbine,,L01CA04,L01CA04
vinflunine,,L01CA05,L01CA05
vintafolide,,L01CA06,L01CA06
etoposide,,L01CB01,L01CB01
teniposide,,L01CB02,L01CB02
demecolcine,,L01CC01,L01CC01
paclitaxel,,L01CD01,L01CD01
docetaxel,,L01CD02,L01CD02
paclitaxel poliglumex,,L01CD03,L01CD03
cabazitaxel,,L01CD04,L01CD04
paclitaxel and encequidar,,L01CD51,L01CD51
topotecan,,L01CE01,L01CE01
irinotecan,,L01CE02,L01CE02
etirinotecan pegol,,L01CE03,L01CE03
belotecan,,L01CE04,L01CE04
trabectedin,,L01CX01,L01CX01
dactinomycin,,L01DA01,L01DA01
doxorubicin,,L01DB01,L01DB01
daunorubicin,,L01DB02,L01DB02
epirubicin,,L01DB03,L01DB03
aclarubicin,,L01DB04,L01DB04
zorubicin,,L01DB05,L01DB05
idarubicin,,L01DB06,L01DB06
mitoxantrone,,L01DB07,L01DB07
pirarubicin,,L01DB08,L01DB08
valrubicin,,L01DB09,L01DB09
amrubicin,,L01DB10,L01DB10
pixantrone,,L01DB11,L01DB11
bleomycin,,L01DC01,L01DC01
plicamycin,,L01DC02,L01DC02
mitomycin,,L01DC03,L01DC03
ixabepilone,,L01DC04,L01DC04
imatinib,,L01EA01,L01EA01
dasatinib,,L01EA02,L01EA02
nilotinib,,L01EA03,L01EA03
bosutinib,,L01EA04,L01EA04
ponatinib,,L01EA05,L01EA05
asciminib,,L01EA06,L01EA06
gefitinib,,L01EB01,L01EB01
erlotinib,,L01EB02,L01EB02
afatinib,,L01EB03,L01EB03
osimertinib,,L01EB04,L01EB04
rociletinib,,L01EB05,L01EB05
olmutinib,,L01EB06,L01EB06
dacomitinib,,L01EB07,L01EB07
icotinib,,L01EB08,L01EB08
lazertinib,,L01EB09,L01EB09
mobocertinib,,L01EB10,L01EB10
aumolertinib,,L01EB11,L01EB11
vemurafenib,,L01EC01,L01EC01
dabrafenib,,L01EC02,L01EC02
encorafenib,,L01EC03,L01EC03
crizotinib,,L01ED01,L01ED01
ceritinib,,L01ED02,L01ED02
alectinib,,L01ED03,L01ED03
brigatinib,,L01ED04,L01ED04
lorlatinib,,L01ED05,L01ED05
trametinib,,L01EE01,L01EE01
cobimetinib,,L01EE02,L01EE02
binimetinib,,L01EE03,L01EE03
selumetinib,,L01EE04,L01EE04
palbociclib,,L01EF01,L01EF01
ribociclib,,L01EF02,L01EF02
abemaciclib,,L01EF03,L01EF03
temsirolimus,,L01EG01,L01EG01
everolimus,,L01EG02,L01EG02;L04AH02
ridaforolimus,,L01EG03,L01EG03
sirolimus,,L01EG04,L01EG04;L04AH01;S01XA23
lapatinib,,L01EH01,L01EH01
neratinib,,L01EH02,L01EH02
tucatinib,,L01EH03,L01EH03
fedratinib,,L01EJ02,L01EJ02
pacritinib,,L01EJ03,L01EJ03
momelotinib,,L01EJ04,L01EJ04
axitinib,,L01EK01,L01EK01
cediranib,,L01EK02,L01EK02
tivozanib,,L01EK03,L01EK03
fruquintinib,,L01EK04,L01EK04
ibrutinib,,L01EL01,L01EL01
acalabrutinib,,L01EL02,L01EL02
zanubrutinib,,L01EL03,L01EL03
orelabrutinib,,L01EL04,L01EL04
pirtobrutinib,,L01EL05,L01EL05
idelalisib,,L01EM01,L01EM01
copanlisib,,L01EM02,L01EM02
alpelisib,,L01EM03,L01EM03
duvelisib,,L01EM04,L01EM04
parsaclisib,,L01EM05,L01EM05
erdafitinib,,L01EN01,L01EN01
pemigatinib,,L01EN02,L01EN02
infigratinib,,L01EN03,L01EN03
futibatinib,,L01EN04,L01EN04
sunitinib,,L01EX01,L01EX01
sorafenib,,L01EX02,L01EX02
pazopanib,,L01EX03,L01EX03
vandetanib,,L01EX04,L01EX04
regorafenib,,L01EX05,L01EX05
masitinib,,L01EX06,L01EX06
cabozantinib,,L01EX07,L01EX07
lenvatinib,,L01EX08,L01EX08
nintedanib,,L01EX09,L01EX09
midostaurin,,L01EX10,L01EX10
quizartinib,,L01EX11,L01EX11
larotrectinib,,L01EX12,L01EX12
gilteritinib,,L01EX13,L01EX13
entrectinib,,L01EX14,L01EX14
pexidartinib,,L01EX15,L01EX15
capmatinib,,L01EX17,L01EX17
avapritinib,,L01EX18,L01EX18
ripretinib,,L01EX19,L01EX19
tepotinib,,L01EX21,L01EX21
selpercatinib,,L01EX22,L01EX22
pralsetinib,,L01EX23,L01EX23
surufatinib,,L01EX24,L01EX24
umbralisib,,L01EX25,L01EX25
sitravatinib,,L01EX26,L01EX26
capivasertib,,L01EX27,L01EX27
rituximab,,L01FA01,L01FA01
ofatumumab,,L01FA02,L01FA02;L04AG12
obinutuzumab,,L01FA03,L01FA03
inotuzumab ozogamicin,,L01FB01,L01FB01
moxetumomab pasudotox,,L01FB02,L01FB02
daratumumab,,L01FC01,L01FC01
isatuximab,,L01FC02,L01FC02
trastuzumab,,L01FD01,L01FD01
pertuzumab,,L01FD02,L01FD02
trastuzumab emtansine,,L01FD03,L01FD03
trastuzumab deruxtecan,,L01FD04,L01FD04
trastuzumab duocarmazine,,L01FD05,L01FD05
margetuximab,,L01FD06,L01FD06
cetuximab,,L01FE01,L01FE01
panitumumab,,L01FE02,L01FE02
necitumumab,,L01FE03,L01FE03
nivolumab,,L01FF01,L01FF01
pembrolizumab,,L01FF02,L01FF02
durvalumab,,L01FF03,L01FF03
avelumab,,L01FF04,L01FF04
atezolizumab,,L01FF05,L01FF05
cemiplimab,,L01FF06,L01FF06
dostarlimab,,L01FF07,L01FF07
prolgolimab,,L01FF08,L01FF08
tislelizumab,,L01FF09,L01FF09
retifanlimab,,L01FF10,L01FF10
sugemalimab,,L01FF11,L01FF11
serplulimab,,L01FF12,L01FF12
toripalimab,,L01FF13,L01FF13
bevacizumab,,L01FG01,L01FG01;S01LA08
ramucirumab,,L01FG02,L01FG02
edrecolomab,,L01FX01,L01FX01
gemtuzumab ozogamicin,,L01FX02,L01FX02
catumaxomab,,L01FX03,L01FX03
ipilimumab,,L01FX04,L01FX04
brentuximab vedotin,,L01FX05,L01FX05
dinutuximab beta,,L01FX06,L01FX06
blinatumomab,,L01FX07,L01FX07
elotuzumab,,L01FX08,L01FX08
mogamulizumab,,L01FX09,L01FX09
olaratumab,,L01FX10,L01FX10
bermekimab,,L01FX11,L01FX11
tafasitamab,,L01FX12,L01FX12
enfortumab vedotin,,L01FX13,L01FX13
polatuzumab vedotin,,L01FX14,L01FX14
belantamab mafodotin,,L01FX15,L01FX15
oportuzumab monatox,,L01FX16,L01FX16
sacituzumab govitecan,,L01FX17,L01FX17
amivantamab,,L01FX18,L01FX18
sabatolimab,,L01FX19,L01FX19
tremelimumab,,L01FX20,L01FX20
naxitamab,,L01FX21,L01FX21
loncastuximab tesirine,,L01FX22,L01FX22
tisotumab vedotin,,L01FX23,L01FX23
teclistamab,,L01FX24,L01FX24
mosunetuzumab,,L01FX25,L01FX25
mirvetuximab soravtansine,,L01FX26,L01FX26
epcoritamab,,L01FX27,L01FX27
glofitamab,,L01FX28,L01FX28
talquetamab,,L01FX29,L01FX29
pertuzumab and trastuzumab,,L01FY01,L01FY01
nivolumab and relatlimab,,L01FY02,L01FY02
prolgolimab and nurulimab,,L01FY03,L01FY03
cisplatin,,L01XA01,L01XA01
carboplatin,,L01XA02,L01XA02
oxaliplatin,,L01XA03,L01XA03
satraplatin,,L01XA04,L01XA04
polyplatillen,,L01XA05,L01XA05
procarbazine,,L01XB01,L01XB01
porfimer sodium,,L01XD01,L01XD01
methyl aminolevulinate,,L01XD03,L01XD03
aminolevulinic acid,,L01XD04,L01XD04
temoporfin,,L01XD05,L01XD05
efaproxiral,,L01XD06,L01XD06
padeliporfin,,L01XD07,L01XD07
bexarotene,,L01XF03,L01XF03
bortezomib,,L01XG01,L01XG01
carfilzomib,,L01XG02,L01XG02
ixazomib,,L01XG03,L01XG03
vorinostat,,L01XH01,L01XH01
romidepsin,,L01XH02,L01XH02
panobinostat,,L01XH03,L01XH03
belinostat,,L01XH04,L01XH04
entinostat,,L01XH05,L01XH05
vismodegib,,L01XJ01,L01XJ01
sonidegib,,L01XJ02,L01XJ02
glasdegib,,L01XJ03,L01XJ03
olaparib,,L01XK01,L01XK01
niraparib,,L01XK02,L01XK02
rucaparib,,L01XK03,L01XK03
talazoparib,,L01XK04,L01XK04
veliparib,,L01XK05,L01XK05
pamiparib,,L01XK06,L01XK06
niraparib and abiraterone,,L01XK52,L01XK52
sitimagene ceradenovec,,L01XL01,L01XL01
talimogene laherparepvec,,L01XL02,L01XL02
axicabtagene ciloleucel,,L01XL03,L01XL03
tisagenlecleucel,,L01XL04,L01XL04
ciltacabtagene autoleucel,,L01XL05,L01XL05
brexucabtagene autoleucel,,L01XL06,L01XL06
idecabtagene vicleucel,,L01XL07,L01XL07
lisocabtagene maraleucel,,L01XL08,L01XL08
tabelecleucel,,L01XL09,L01XL09
nadofaragene firadenovec,,L01XL10,L01XL10
lifileucel,,L01XL11,L01XL11
amsacrine,,L01XX01,L01XX01
asparaginase,,L01XX02,L01XX02
altretamine,,L01XX03,L01XX03
hydroxycarbamide,,L01XX05,L01XX05
lonidamine,,L01XX07,L01XX07
pentostatin,,L01XX08,L01XX08
masoprocol,,L01XX10,L01XX10
estramustine,,L01XX11,L01XX11
mitoguazone,,L01XX16,L01XX16
tiazofurine,,L01XX18,L01XX18
mitotane,,L01XX23,L01XX23
pegaspargase,,L01XX24,L01XX24
arsenic trioxide,,L01XX27,L01XX27
denileukin diftitox,,L01XX29,L01XX29
celecoxib,,L01XX33,L01XX33;M01AH01
anagrelide,,L01XX35,L01XX35
oblimersen,,L01XX36,L01XX36
omacetaxine mepesuccinate,,L01XX40,L01XX40
eribulin,,L01XX41,L01XX41
aflibercept,,L01XX44,L01XX44;S01LA05
venetoclax,,L01XX52,L01XX52
vosaroxin,,L01XX53,L01XX53
plitidepsin,,L01XX57,L01XX57
epacadostat,,L01XX58,L01XX58
enasidenib,,L01XX59,L01XX59
ivosidenib,,L01XX62,L01XX62
selinexor,,L01XX66,L01XX66
tagraxofusp,,L01XX67,L01XX67
lurbinectedin,,L01XX69,L01XX69
tazemetostat,,L01XX72,L01XX72
sotorasib,,L01XX73,L01XX73
belzutifan,,L01XX74,L01XX74
tebentafusp,,L01XX75,L01XX75
adagrasib,,L01XX77,L01XX77
navitoclax,,L01XX78,L01XX78
imetelstat,,L01XX80,L01XX80
cytarabine and daunorubicin,,L01XY01,L01XY01
polyestradiol phosphate,,L02AA02,L02AA02
fosfestrol,,L02AA04,L02AA04
buserelin,,L02AE01,L02AE01
leuprorelin,,L02AE02,L02AE02
goserelin,,L02AE03,L02AE03
triptorelin,,L02AE04,L02AE04
histrelin,,L02AE05,L02AE05
leuprorelin and bicalutamide,,L02AE51,L02AE51
tamoxifen,,L02BA01,L02BA01
toremifene,,L02BA02,L02BA02
fulvestrant,,L02BA03,L02BA03
elacestrant,,L02BA04,L02BA04
flutamide,,L02BB01,L02BB01
nilutamide,,L02BB02,L02BB02
bicalutamide,,L02BB03,L02BB03
enzalutamide,,L02BB04,L02BB04
apalutamide,,L02BB05,L02BB05
darolutamide,,L02BB06,L02BB06
aminoglutethimide,,L02BG01,L02BG01
formestane,,L02BG02,L02BG02
anastrozole,,L02BG03,L02BG03
letrozole,,L02BG04,L02BG04
vorozole,,L02BG05,L02BG05
exemestane,,L02BG06,L02BG06
abarelix,,L02BX01,L02BX01
degarelix,,L02BX02,L02BX02
abiraterone,,L02BX03,L02BX03
relugolix,,L02BX04,L02BX04
abiraterone and prednisolone,,L02BX53,L02BX53
filgrastim,,L03AA02,L03AA02
molgramostim,,L03AA03,L03AA03
sargramostim,,L03AA09,L03AA09
lenograstim,,L03AA10,L03AA10
ancestim,,L03AA12,L03AA12
pegfilgrastim,,L03AA13,L03AA13
lipegfilgrastim,,L03AA14,L03AA14
balugrastim,,L03AA15,L03AA15
empegfilgrastim,,L03AA16,L03AA16
pegteograstim,,L03AA17,L03AA17
efbemalenograstim alfa,,L03AA18,L03AA18
eflapegrastim,,L03AA19,L03AA19
interferon alfa natural,,L03AB01,L03AB01
interferon beta natural,,L03AB02,L03AB02
interferon gamma,,L03AB03,L03AB03
interferon alfa-2a,,L03AB04,L03AB04
interferon alfa-2b,,L03AB05,L03AB05
interferon alfa-n1,,L03AB06,L03AB06
interferon beta-1a,,L03AB07,L03AB07
interferon beta-1b,,L03AB08,L03AB08
interferon alfacon-1,,L03AB09,L03AB09
peginterferon alfa-2b,,L03AB10,L03AB10
peginterferon alfa-2a,,L03AB11,L03AB11
albinterferon alfa-2b,,L03AB12,L03AB12
peginterferon beta-1a,,L03AB13,L03AB13
cepeginterferon alfa-2b,,L03AB14,L03AB14
ropeginterferon alfa-2b,,L03AB15,L03AB15
peginterferon alfacon-2,,L03AB16,L03AB16
sampeginterferon beta-1a,,L03AB17,L03AB17
"peginterferon alfa-2b, combinations",,L03AB60,L03AB60
"peginterferon alfa-2a, combinations",,L03AB61,L03AB61
aldesleukin,,L03AC01,L03AC01
oprelvekin,,L03AC02,L03AC02
lentinan,,L03AX01,L03AX01
roquinimex,,L03AX02,L03AX02
BCG vaccine,,L03AX03,L03AX03
pegademase,,L03AX04,L03AX04
